related_comments,comments,views,related_views
56,83,1379,1532
0,83,1379,55
6,83,1379,129
71,92,3815,19636
32,92,3815,4760
0,92,3815,815
4,92,3815,4307
38,92,3815,4978
6,92,3815,325
14,92,3815,1300
9,92,3815,2195
5,92,3815,643
101,92,3815,11770
1,92,3815,67
0,92,3815,392
25,81,403,54813
28,81,403,42682
23,81,403,9872
27,81,577,162
136,81,577,1197
10,81,577,128
31,81,577,377
9,81,577,677
96,81,577,1103
38,81,577,728
0,75,159,13
7,75,159,33
8,75,159,31
14,75,159,46
12,75,159,31
2,74,376,299
3,74,376,656
0,74,376,114
5,74,376,316
4,74,376,285
0,74,376,107
0,74,376,30
0,74,376,228
0,74,376,276
0,74,376,44
0,74,376,50
3,74,376,390
3,74,376,1191
0,74,376,107
46,70,1864,8662
46,70,1864,4930
40,70,1864,5391
41,70,1864,9884
66,70,1864,3455
30,70,1864,4544
23,70,1864,3918
33,70,1864,5943
61,70,1864,3265
17,70,1864,1122
4,70,1864,352
8,70,1864,2978
2,74,651,13
7,74,651,113
13,74,651,110
22,74,651,184
71,74,651,1044
16,75,448,1399
19,75,448,6130
13,75,448,3487
2,75,448,295
8,75,448,3209
14,75,448,3074
0,75,448,182
2,75,448,189
10,75,448,3569
0,75,448,114
1,75,448,314
0,75,448,134
0,75,448,360
2,75,448,58
0,75,448,3
59,66,733,1870
9,66,733,253
57,66,733,1489
48,66,733,571
0,66,733,132
0,66,733,81
0,66,733,92
2,66,733,33
9,66,627,38
6,66,627,2211
5,66,627,1353
2,66,627,539
5,66,627,2257
5,66,627,502
0,66,627,59
2,66,627,89
1,66,627,31
2,66,627,824
3,66,627,3474
2,66,627,211
2,66,627,4738
13,66,627,2125
0,66,627,135
0,67,1441,46
5,67,1441,1938
2,67,1441,1616
10,67,1441,313
56,67,1441,10424
5,67,1441,3264
9,67,1441,357
2,67,1441,206
1,67,1441,143
6,67,1441,6388
0,73,520,51
2,73,520,68
2,73,520,98
1,73,520,25
1,73,520,48
47,73,520,63113
0,73,520,52
36,65,3629,2133
23,65,3629,995
161,65,3629,38255
320,65,3629,55558
25,65,3629,897
34,65,3629,426
95,65,3629,11743
53,65,3629,14492
58,65,3629,8606
75,65,3629,15776
64,65,3629,6971
49,65,3629,4493
48,65,3629,2574
26,65,3629,3924
13,65,3629,386
14,65,3629,2757
6,65,3629,283
4,65,3629,1412
240,65,3629,35276
464,69,186,17356
19,69,186,16600
4,69,186,4188
20,69,186,43382
8,69,186,2615
6,69,186,3245
5,69,186,3394
0,69,186,2412
3,69,186,1452
89,69,186,2554
3,69,186,436
51,69,186,2311
2,69,186,989
25,65,2783,2059
109,65,2783,7466
79,65,2783,2504
0,65,2783,264
167,65,2783,15381
168,65,2783,28206
26,65,2783,3054
34,65,900,5840
45,65,900,2281
32,65,900,2146
67,65,900,4751
74,65,900,1629
58,65,900,2837
33,65,900,2057
36,65,900,2573
33,65,900,3228
48,65,900,3628
15,65,900,4486
18,79,371,216
29,79,371,32579
16,79,371,4529
6,79,371,3543
5,79,371,813
4,79,371,446
7,79,371,1106
8,79,371,1733
1,79,371,646
153,79,371,22648
8,79,371,1236
0,79,371,245
23,57,203,91
10,57,203,170
8,57,203,103
5,57,203,163
2,57,203,26
2,57,203,42
48,814,3378,35588
6,814,3378,761
1,814,3378,1202
1,814,3378,755
2,814,3378,242
3,814,3378,357
2,814,3378,1195
2,814,3378,82
4,814,3378,448
32,814,3378,2041
6,814,3378,796
80,775,37220,125663
0,775,37220,3371
123,775,37220,8363
24,775,37220,3383
8,775,37220,256
53,775,37220,3498
2,775,37220,218
3,775,37220,3228
16,775,37220,1033
2,775,37220,1882
1,775,37220,148
11,775,37220,1018
14,775,37220,3231
10,775,37220,1021
83,775,37220,5203
0,775,37220,2052
3,775,37220,33
11,792,15903,254
8,792,15903,340
5,792,15903,296
5,792,15903,634
2,792,15903,249
2,792,15903,105
1,792,15903,104
4,792,15903,216
1,792,15903,32
2,792,15903,119
6,792,15903,10761
1,532,48603,86
70,532,48603,4454
45,532,48603,4709
109,532,48603,7466
168,532,48603,28206
129,532,48603,16203
167,532,48603,15381
95,532,48603,1135
20,532,48603,798
26,532,48603,368
79,532,48603,2504
12,532,48603,493
18,532,48603,15474
101,509,3710,1028
63,509,3710,524
125,509,3710,1370
109,509,3710,1161
9,509,3710,106
31,509,3710,117627
41,563,52396,899
16,563,52396,893
941,563,52396,161826
12,449,6991,325
21,449,6991,442
13,449,6991,377
8,449,6991,180
15,449,6991,352
1,449,6991,151
2,449,6991,22
2,449,6991,111
3,449,6991,39
1,449,6991,12
18,449,6991,4618
7,449,6991,2127
0,449,6991,598
0,449,6991,133189
10,449,6991,12275
20,449,6991,2345
4,449,6991,5481
10,364,2787,10269
9,364,2787,5095
3,364,2787,994
3,364,2787,1159
124,364,2787,7518
8,364,2787,12588
2,453,10322,93
17,453,10322,187
1,453,10322,1431
0,453,10322,221
3,453,10322,1194
0,453,10322,72
91,453,10322,20828
230,453,10322,32896
48,453,10322,33873
13,314,6970,409
0,314,6970,33
0,314,6970,71
0,314,6970,29
507,314,6970,19470
5,314,6970,1806
12,314,6970,3466
22,314,6970,754
21,314,6970,2265
1,314,6970,611
1,314,6970,254
4,314,6970,1417
4,314,6970,587
2,314,6970,240
1,314,6970,459
1,314,6970,315
0,314,6970,271
10,295,4163,293
5,295,4163,92
5,295,4163,65
26,295,4163,655
0,294,5310,21
1,294,5310,30
0,294,5310,213
0,294,5310,367
0,294,5310,7
0,294,5310,8
6,294,5310,2480
0,294,5310,14
26,294,5310,3932
2,294,5310,731
3,294,5310,153
0,294,5310,610
0,294,5310,58
14,284,59128,4765
50,284,59128,15214
17,284,59128,1053
2,284,59128,103
14,284,59128,9192
21,284,59128,12869
0,284,59128,311
0,284,59128,351
0,284,59128,18
0,284,59128,3
